domain,group,authors_country_flag,work_num,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth
Video retrieval-2,us,US,84.0,1.1091235,7.2810516,9.616215,5.44235,5.757448680604725
Video server-2,cn,CN,79.0,1.0615315,7.1482534,9.982705,5.466773,5.558413691777602
Video streaming-2,cn,CN,366.0,1.0797808,6.9989,10.240342,5.140219,5.274018938379285
Video streaming-2,us,US,407.0,1.2171987,7.560468,12.953835,5.289701,6.156345494707722
Video-assisted thoracoscopic surgery-2,cn,CN,530.0,0.9264737,6.6056266,9.5894785,4.252489,4.662592845489883
Video-assisted thoracoscopic surgery-2,us,US,304.0,1.0053395,7.281111,10.407787,4.9295993,5.650449091925992
Videoconferencing-2,cn,CN,146.0,1.1852442,7.7278776,11.417151,5.2409782,6.463892632859867
Videoconferencing-2,us,US,1001.0,1.0834007,8.0551405,11.603984,5.3122225,6.991524002412604
Videography-2,cn,CN,15.0,0.9844962,7.886444,10.068885,6.2740088,7.17806992076693
Videography-2,us,US,77.0,0.9060996,8.780632,11.305905,6.72272,8.393216993779419
Videophone-2,cn,CN,13.0,0.5896017,6.6323876,7.9061565,5.834532,5.117239509568066
Videophone-2,us,US,30.0,0.87881863,8.297665,10.056745,6.47637,7.603851678194815
Videotelephony-2,cn,CN,11.0,0.6005955,6.585179,7.558579,5.5635324,5.093596956946627
Videotelephony-2,us,US,24.0,0.92468363,7.8215623,10.4287195,6.2735085,6.80779918380405
Viet nam-2,cn,,,,,,,
Vietnam War-2,us,US,174.0,0.9675591,7.969458,11.924142,5.4615693,6.85455273469897
Vietnamese-2,cn,CN,85.0,0.8539293,8.991939,11.369513,7.332912,8.669159748808013
Vietnamese-2,us,US,737.0,1.2790006,8.114877,12.462447,5.604459,7.157480290373968
Viewpoints-2,cn,CN,601.0,0.9753685,9.492156,11.976949,6.9990015,9.597218028309255
Viewpoints-2,us,US,1324.0,0.9233321,9.619894,13.227229,6.0836244,9.868186542049044
Viewport-2,cn,CN,64.0,1.7642452,7.5375967,11.897446,4.810414,6.374298486048929
Viewport-2,us,US,66.0,1.2671863,8.675467,12.354837,6.409151,8.129236697854964
Viewshed analysis-2,cn,CN,34.0,1.1177722,6.383419,9.127936,4.7059593,4.584570013903047
Viewshed analysis-2,us,US,23.0,1.0140035,7.7245574,9.862752,6.2477994,6.719348011280715
Vigil-2,us,,,,,,,
Vigna-2,cn,CN,216.0,1.354491,8.391328,13.061542,5.4622135,7.652814363966115
Vigna-2,us,US,415.0,1.0277523,9.475283,12.554934,6.785052,9.545559141128097
Vignette-2,cn,CN,49.0,0.9938803,8.671491,11.593747,6.795208,8.248176430763849
Vignette-2,us,US,1243.0,0.8986295,8.59541,13.050205,6.3840404,7.911761769534721
Villosa-2,cn,CN,24.0,0.86390215,8.163586,10.356241,6.772568,7.462058119151905
Villosa-2,us,US,29.0,1.0376709,8.790385,10.926291,6.7849193,8.620089123695365
Vinca-2,cn,CN,29.0,1.4649621,7.343643,12.426074,5.2310944,6.16952928856675
Vinca-2,us,US,246.0,1.1543881,8.492014,11.99724,6.019049,7.781142200218355
Vine-2,cn,CN,82.0,0.99019855,8.558034,10.609327,6.599926,7.956438554050052
Vine-2,us,US,385.0,0.9507215,8.906702,12.435672,6.392042,8.46961908643567
Vineyard-2,cn,CN,61.0,1.2426878,7.85694,11.253235,5.55168,6.786338477229464
Vineyard-2,us,US,388.0,0.99578214,8.7486105,12.26667,6.244022,8.17964416839429
Vinpocetine-2,cn,CN,40.0,1.163882,7.439981,10.833414,5.075606,6.105146125743261
Vinpocetine-2,us,US,21.0,1.4538987,7.687851,11.00312,4.843831,6.757016370170987
Vintage-2,cn,CN,21.0,1.4455342,7.4131875,10.77719,5.13185,6.388649387019015
Vintage-2,us,US,100.0,0.85845876,9.2122,11.320165,7.5957675,9.169694013065753
Vinyl bromide-2,cn,CN,40.0,1.1712732,7.9018526,11.279188,5.768895,6.906255758725678
Vinyl bromide-2,us,US,111.0,1.0655702,8.917304,11.974203,6.2942033,8.538630250297658
Violaceae-2,us,US,17.0,0.8668327,7.51752,9.2350025,5.943383,6.458533270394099
Violent crime-2,cn,CN,11.0,0.888744,6.7181873,8.187322,4.919273,5.374463796615601
Violent crime-2,us,US,600.0,0.9421637,7.6850257,10.879922,5.7288675,6.355883795655316
Violin-2,cn,CN,19.0,1.0885816,7.6623344,9.42095,5.9060407,6.7230662581516185
Violin-2,us,US,77.0,1.1473527,8.16446,11.766,6.099494,7.314903329311789
Viologen-2,cn,CN,314.0,1.1973419,7.3711047,11.09532,4.9075623,5.870131298837407
Viologen-2,us,US,263.0,0.954647,8.552793,12.507696,5.971974,7.793853537757357
Viral hepatitis-2,cn,CN,211.0,1.2421725,6.62763,9.672324,4.1656866,4.8791151777606245
Viral hepatitis-2,us,US,718.0,1.2386956,7.5962157,11.2931,4.608405,6.285334671096464
Viral tegument-2,cn,CN,53.0,1.0438187,7.8294125,11.056949,6.2044225,6.684848201205668
Viral tegument-2,us,US,440.0,1.2792403,8.811856,12.064913,5.9119678,8.32424428128779
Virescence-2,cn,CN,7.0,0.90137714,7.905004,9.412662,6.7798357,7.833063744363329
Virescence-2,us,US,9.0,1.1590283,6.677672,9.615406,5.6215906,5.45364999108844
Virginity test-2,us,,,,,,,
Virial coefficient-2,cn,CN,85.0,1.0782402,8.641952,11.726468,6.5580835,7.991113769755032
Virial coefficient-2,us,US,648.0,0.9482932,8.9837885,11.495939,6.249941,8.552157839049826
Virtual LAN-2,cn,CN,56.0,1.3045237,6.836374,10.065522,4.5825596,5.156843753217103
Virtual LAN-2,us,US,35.0,1.0338718,7.2576694,10.089545,5.1075244,5.809019999343803
Virtual Laboratory-2,cn,CN,233.0,1.054549,7.124209,11.291561,4.925727,5.469624281251541
Virtual Laboratory-2,us,US,165.0,1.1853594,7.576315,11.222891,5.354593,6.237363561343486
Virtual agent-2,cn,CN,11.0,0.96532387,6.5900135,8.216202,5.0918226,4.996606761758969
Virtual agent-2,us,US,64.0,0.6363677,7.4848275,9.442547,6.1616225,5.944170351524079
Virtual campus-2,cn,CN,62.0,1.3545232,6.183459,9.964545,4.2505245,4.2165797044208375
Virtual campus-2,us,US,12.0,0.9612067,7.355553,9.554104,6.03605,6.22823807326229
Virtual classroom-2,cn,CN,7.0,0.85241425,6.435393,7.8746157,5.262237,5.047917366027832
Virtual classroom-2,us,US,41.0,1.0246445,6.9588675,9.233246,5.1987762,5.278572574621293
Virtual economy-2,cn,CN,20.0,1.2097411,6.6845574,9.75317,5.204249,5.058374436278086
Virtual economy-2,us,US,13.0,0.54913914,7.0116634,8.116686,6.3940496,5.649655216779465
Virtual image-2,cn,CN,164.0,0.8244649,8.062984,10.641496,6.566995,6.819286177827664
Virtual image-2,us,US,181.0,0.90353316,8.32703,11.4163,6.343057,7.273851043428664
Virtual keyboard-2,cn,CN,18.0,0.93528116,7.0850315,9.510677,5.9875584,5.612561652083798
Virtual keyboard-2,us,US,29.0,0.91137075,7.1480565,10.579665,6.0670595,5.570408767960927
Virtual lab-2,cn,CN,55.0,1.1873782,6.775389,10.095596,4.664193,5.078210176442212
Virtual lab-2,us,US,77.0,1.1720779,7.1139174,9.987711,4.9007826,5.553091400996351
Virtual learning environment-2,cn,CN,117.0,0.72655684,7.425778,10.383258,5.923579,5.805322329501166
Virtual learning environment-2,us,US,323.0,0.87877816,7.3283315,10.050973,5.204018,5.704355106523508
Virtual machine-2,cn,CN,2253.0,1.3413603,8.42446,12.359823,5.7342863,7.5698909562784
Virtual machine-2,us,US,2399.0,0.8890539,9.153209,11.778944,6.1166553,8.773565612606092
Virtual microscopy-2,cn,CN,6.0,0.2779967,7.0281396,7.423781,6.557249,6.2436721722285
Virtual microscopy-2,us,US,118.0,1.1894237,6.636433,9.941121,4.1339536,4.905198689096309
Virtual model-2,cn,CN,19.0,1.0596136,7.9165063,9.832949,6.1868367,7.046786212084584
Virtual network-2,cn,CN,471.0,1.4386647,6.6016564,11.275254,4.2310114,4.774112064225704
Virtual network-2,us,US,224.0,1.2702947,7.366424,11.54972,5.2314296,5.832030294765772
Virtual observatory-2,us,US,61.0,1.1976275,7.1772223,9.427274,4.9546576,5.7121424173396775
Virtual patient-2,cn,CN,6.0,1.4914646,6.3578095,8.9190645,4.6684766,5.332285761833191
Virtual patient-2,us,US,147.0,1.4051257,7.245373,11.788484,4.9955454,5.788028000807699
Virtual prototyping-2,cn,CN,359.0,1.3397597,7.162167,11.739802,4.62814,5.60419162837627
Virtual prototyping-2,us,US,209.0,0.9091218,8.379081,11.438488,6.1129804,7.453577352091756
Virtual reality-2,cn,CN,3988.0,0.9745739,7.822887,12.105007,4.9483423,6.377172855949212
Virtual reality-2,us,US,6203.0,0.87421006,8.196679,12.623422,5.1887794,6.979462896220568
Virtual representation-2,us,US,25.0,1.3851804,8.504507,13.230773,6.668336,7.956487417221069
Virtual space-2,cn,CN,54.0,1.071896,8.252443,11.352851,6.2975144,7.332005580349616
Virtual space-2,us,US,106.0,0.8772072,8.379836,11.825528,6.830821,7.44184258833809
Virtual team-2,cn,CN,24.0,1.2325809,6.257984,9.406161,4.5041747,4.439824938342184
Virtual team-2,us,US,213.0,1.2349364,6.4481745,11.130046,3.9446828,4.530180695360087
Virtual world-2,cn,CN,73.0,0.81523126,8.238306,10.59602,6.4904737,7.18573110810334
Virtual world-2,us,US,299.0,0.9055925,8.231083,12.0703945,5.999649,7.113718665482878
Virtue-2,cn,CN,52.0,1.2183762,8.8199005,11.992064,6.682891,8.553814037173396
Virtue-2,us,US,334.0,1.0842918,8.088466,12.459251,5.9014416,7.059389646343021
Virtuous circle and vicious circle-2,cn,CN,53.0,1.2055038,8.217227,10.534879,6.154932,7.488786834846977
Virtuous circle and vicious circle-2,us,US,80.0,0.83029974,9.088209,10.83132,7.1789846,8.959427093969111
Virus-2,cn,,,,,,,
Viscoelasticity-2,cn,CN,3302.0,0.7460188,8.305936,11.086439,5.844357,7.0706295714296346
Viscoelasticity-2,us,US,6661.0,0.7559526,8.58925,11.794105,5.7806163,7.610774968353823
Viscose-2,cn,CN,153.0,1.0736899,7.840646,11.101568,5.7033677,6.649841912271697
Viscosity solution-2,cn,CN,81.0,1.2228569,7.4846582,10.693214,5.459005,6.093005854406471
Viscosity solution-2,us,US,77.0,0.80957234,7.8251038,9.739315,6.2835546,6.571386456023177
Viscosity-2,cn,CN,6167.0,1.1284405,8.782187,13.197567,5.7540374,8.221397691456374
Viscosity-2,us,US,9231.0,0.9132396,9.452271,12.807884,6.186826,9.445098219751015
Viscous flow-2,cn,CN,37.0,1.1761944,8.420887,10.729877,5.927271,7.772365321242617
Viscous liquid-2,cn,CN,220.0,1.0339977,8.59196,11.275857,6.2359242,7.8055763692862
Viscous liquid-2,us,US,654.0,0.91395473,8.890035,12.894133,6.602903,8.352461718774734
Viscum album-2,cn,CN,8.0,1.0250372,6.2770653,7.8246765,5.037264,4.940713196992874
Viscum album-2,us,US,12.0,1.0806806,7.7164702,9.962165,6.5907993,7.096098589174687
Visibility-2,cn,CN,1691.0,1.1287572,8.844623,12.265899,6.073223,8.378699927914909
Visibility-2,us,US,3181.0,0.95469743,9.657109,12.637667,5.580289,9.9234639381761
Visible spectrum-2,cn,CN,14113.0,1.1848049,7.953374,13.991533,4.9859037,6.755308964065335
Visible spectrum-2,us,US,2171.0,0.87491626,9.292517,13.021649,6.2836175,9.114890348290515
Vision science-2,cn,CN,7.0,0.9236656,6.7702756,8.611139,5.3177752,5.802573476518901
Vision science-2,us,US,41.0,1.2586063,7.621431,11.062396,5.612256,6.4898746174115445
Vision-2,cn,CN,46.0,0.92816406,9.213128,12.017861,7.672815,9.263001821859916
Vision-2,us,US,565.0,1.0953306,9.20143,12.66477,5.287778,9.08763294259299
Visitor pattern-2,cn,CN,152.0,1.4035621,7.93702,12.552913,5.172121,6.91379835405624
Visitor pattern-2,us,US,726.0,1.1753699,8.406227,12.558971,5.647306,7.641807568021647
Visual Basic for Applications-2,cn,CN,64.0,1.1779858,7.573728,10.914329,5.287441,6.359499293778626
Visual Basic for Applications-2,us,US,47.0,1.2416725,8.029161,11.089284,5.810104,7.188570910201491
Visual Disturbance-2,cn,CN,7.0,0.53149825,8.397682,9.09194,7.7609973,8.726864059766129
Visual Disturbance-2,us,US,70.0,1.3310109,7.953087,12.39173,5.2066226,6.971347196255167
Visual FoxPro-2,cn,,,,,,,
Visual Hallucination-2,cn,CN,16.0,1.1390201,7.182187,10.268625,5.8166575,6.016474192341164
Visual Hallucination-2,us,US,152.0,1.1302401,7.595274,10.877671,5.0797586,6.2838839347773785
Visual acuity-2,cn,CN,4878.0,0.8928856,7.5970235,12.071223,5.1067357,6.173092079796859
Visual acuity-2,us,US,9511.0,1.0114149,8.468829,12.20333,5.13505,7.662295981723531
Visual analogue scale-2,cn,CN,4299.0,0.9655609,7.921168,11.489725,5.487133,6.728930248515425
Visual analogue scale-2,us,US,3868.0,1.0199803,8.420254,12.944429,5.047657,7.618863508427623
Visual angle-2,cn,CN,39.0,0.9967926,8.18407,10.571572,6.3727694,7.379681101212128
Visual angle-2,us,US,182.0,0.9788216,8.357487,11.381178,6.3442383,7.539982785650693
Visual approach-2,us,US,10.0,1.0024633,7.4826965,8.978038,6.1598315,6.758608155780365
Visual control-2,cn,CN,53.0,1.246568,7.039557,9.81815,5.0663986,5.486114522109702
Visual control-2,us,US,67.0,0.8404325,8.16921,10.561814,6.5475693,7.211010410235488
Visual cortex-2,cn,CN,648.0,1.0602783,7.7136774,11.239848,5.1523566,6.433072966248005
Visual cortex-2,us,US,6279.0,1.0061476,8.131419,12.62165,5.089008,7.1078074680058165
Visual culture-2,cn,CN,5.0,0.5074727,5.752784,6.4891214,5.1492605,4.427045285701752
Visual evoked potentials-2,cn,CN,112.0,1.2458564,6.1957793,9.964205,4.1272426,4.269691711686903
Visual evoked potentials-2,us,US,315.0,0.76716197,8.2230625,10.8254175,6.0309367,7.201157873838127
Visual feedback-2,cn,CN,58.0,1.0531714,8.024036,10.19812,5.821706,7.0143686985611
Visual feedback-2,us,US,484.0,1.1207027,8.075884,11.460003,5.6370864,7.021349939261185
Visual field-2,cn,CN,398.0,1.5373664,7.44538,11.465852,4.861945,6.161690636956266
Visual field-2,us,US,2798.0,0.92816603,8.588002,12.178744,5.501527,7.906958757533502
Visual impairment-2,cn,CN,123.0,1.4126692,6.7444386,11.931862,4.1806517,5.093825050379721
Visual impairment-2,us,US,737.0,1.1519552,7.5261064,11.357182,4.9812226,6.181461307623309
Visual inspection-2,cn,CN,274.0,1.3029027,7.1554246,12.174576,4.9882317,5.637873653807162
Visual inspection-2,us,US,427.0,1.0055574,8.438634,11.306178,5.716354,7.685329376436044
Visual language-2,cn,CN,26.0,1.1417266,7.25987,9.725318,5.1773963,5.934649054820724
Visual language-2,us,US,63.0,1.0406724,7.777941,10.564427,5.8470664,6.57354016000042
Visual learning-2,cn,CN,8.0,0.8635137,7.2884674,8.774965,6.4437313,6.515756142990938
Visual learning-2,us,US,89.0,0.8785018,8.302315,10.590816,6.8346457,7.401152561366473
Visual literacy-2,cn,CN,2.0,0.0,4.7055297,4.7055297,4.7055297,4.790249466896057
Visual literacy-2,us,US,89.0,1.0417074,7.1714773,9.68688,4.6677775,5.595370576135721
Visual media-2,cn,CN,14.0,1.373766,7.5489116,9.352669,4.960321,6.680898712231567
Visual media-2,us,US,32.0,0.9737463,7.948316,9.899326,6.5402985,6.995875081948697
Visual methods-2,cn,CN,2.0,0.0,4.4686933,4.4686933,4.4686933,4.2488932609558105
Visual methods-2,us,US,19.0,1.1562781,6.968085,8.786647,4.6790886,5.582179503831242
Visual programming language-2,cn,CN,96.0,1.1021637,7.535974,9.891038,5.3143883,6.2059551483967965
Visual programming language-2,us,US,169.0,0.942252,7.829726,10.674881,6.0886292,6.572610545624087
Visual reasoning-2,cn,CN,55.0,1.1220764,7.482142,9.738286,5.305845,5.999259530956479
Visual reasoning-2,us,US,88.0,1.0390762,7.907627,10.598079,5.8222947,6.710062523921906
Visual research-2,cn,,,,,,,
Visual research-2,us,,,,,,,
Visual search-2,cn,CN,200.0,1.2938509,7.5533175,10.957883,5.107467,6.230376404945304
Visual search-2,us,US,1567.0,1.0483041,7.4777374,11.95465,4.802437,6.04999558040214
Visual thinking-2,cn,CN,10.0,0.6258518,5.6644907,7.194914,4.832086,3.8406626383463447
Visual thinking-2,us,US,13.0,0.919573,6.98834,8.916317,5.3413033,5.650243621606094
Visualization-2,cn,,,,,,,
Visualization-2,us,,,,,,,
Visually impaired-2,cn,CN,74.0,1.1525775,7.118088,9.962543,5.140363,5.577437142391162
Visually impaired-2,us,US,656.0,1.0336354,7.772948,10.788324,5.5947247,6.505955524293114
Vital signs-2,cn,CN,199.0,1.1919855,7.8216896,10.832977,5.256751,6.706778013513983
Vital signs-2,us,US,1035.0,1.1838437,8.254465,12.508122,4.990137,7.400726071202257
Vitality-2,cn,CN,437.0,1.139309,8.65515,12.159917,6.2735534,8.118664196774617
Vitality-2,us,US,550.0,1.0489748,9.199452,13.13058,6.9228597,9.099046016026534
Vitamin B12-2,cn,CN,304.0,1.1141518,7.9225388,11.123663,5.5014834,6.831891241255278
Vitamin B12-2,us,US,2172.0,1.0137948,8.902483,12.398997,5.5576296,8.450245623283308
Vitamin C-2,cn,CN,466.0,1.028605,7.7077203,12.514135,5.297656,6.431171653678433
Vitamin C-2,us,US,1432.0,1.1096965,8.532969,12.116224,4.8082285,7.794407664465197
Vitamin D and neurology-2,cn,CN,1774.0,1.0181725,7.675434,10.831992,5.21028,6.313663051495681
Vitamin D and neurology-2,us,US,7277.0,1.1425672,8.321419,12.280379,5.084852,7.4185574073894145
Vitamin k-2,cn,CN,19.0,1.3582284,5.798756,8.542912,4.025495,3.9767051649372434
Vitamin k-2,us,US,381.0,1.2469555,8.272094,12.436368,5.2687016,7.357158928747893
Vitamin-2,cn,CN,1460.0,1.1478623,7.8441467,11.704875,5.0076003,6.667667928405834
Vitamin-2,us,US,11414.0,1.0277445,8.967282,12.93633,5.3138337,8.548929807081237
Vitex negundo-2,cn,CN,35.0,1.6078924,6.8659234,11.056994,4.5788345,5.435344536765285
Vitex negundo-2,us,US,4.0,0.42330754,8.161104,8.690127,7.534366,9.350895384947464
Vitex-2,cn,CN,29.0,1.5470484,6.5441446,10.900685,4.397852,4.9506468358885485
Vitex-2,us,US,7.0,0.41951486,6.794492,7.2402477,5.9303045,5.806149613289605
Vitiligo-2,cn,CN,410.0,1.2475127,6.581549,10.494084,4.367064,4.799629854831224
Vitiligo-2,us,US,501.0,1.3447696,7.2822614,11.903991,4.1999345,5.842649864113625
Vitis vinifera-2,cn,CN,213.0,1.192097,7.21441,11.296919,5.000304,5.692988918372933
Vitis vinifera-2,us,US,292.0,1.0632305,8.404444,12.176431,5.6555915,7.600407994868235
Vitrification-2,cn,CN,282.0,1.4232572,8.537972,11.822356,6.187637,7.853974170555773
Vitrification-2,us,US,689.0,1.3245013,8.786964,12.599042,5.93436,8.281256627737974
Vocabulary-2,cn,CN,1103.0,1.0126364,8.770516,11.639208,5.935167,8.167649132571768
Vocabulary-2,us,US,4717.0,1.0619226,8.939307,12.563952,6.0175343,8.51593594643883
Vocal communication-2,cn,CN,8.0,0.4452265,5.7151327,6.5979686,5.0938554,4.0151373616286605
Vocal communication-2,us,US,210.0,1.1572112,7.4338593,11.280623,4.9102807,6.033241645210936
Vocal learning-2,us,US,358.0,1.0575979,6.7972736,10.083377,4.901877,5.052072598627703
Vocal tract-2,cn,CN,91.0,1.0148596,6.9374876,10.13268,5.197626,5.269682537516971
Vocal tract-2,us,US,484.0,0.9597592,7.744997,10.525413,5.300977,6.469551868324828
Vocational education-2,cn,CN,867.0,1.2719408,7.560105,11.081599,5.2986336,6.2281196512492585
Vocational education-2,us,US,2289.0,0.99924827,8.343468,13.183513,5.644699,7.445443731727352
Voice Disorder-2,cn,CN,13.0,0.76223564,4.607521,6.3761783,3.4249234,2.552390174987977
Voice Disorder-2,us,US,124.0,0.99319327,6.569601,9.559208,4.76406,4.754381081925857
Voice Training-2,cn,CN,13.0,1.810804,6.269289,9.200927,3.9831607,4.897752748085907
Voice Training-2,us,US,106.0,1.026285,6.511399,8.912376,4.4810753,4.673844606518273
Voice analysis-2,cn,CN,20.0,1.3893918,6.2209735,8.604427,4.219259,4.558352843711248
Voice analysis-2,us,US,62.0,0.9684003,7.2513313,9.4326725,5.142039,5.778643400627487
Voice command device-2,cn,CN,45.0,1.2165365,6.9903746,10.359303,4.8713465,5.428211806398451
Voice communication-2,cn,CN,34.0,1.1075842,7.1271806,9.713063,5.429796,5.678316977359827
Voice communication-2,us,US,49.0,0.70304894,7.9065957,10.043961,6.82881,6.769848797394303
Voice therapy-2,cn,CN,17.0,1.770313,5.5249033,9.77231,3.4641757,3.817873513873877
Voice therapy-2,us,US,264.0,1.0869762,6.5348883,10.336004,4.312873,4.711911122539945
Voice-2,cn,CN,42.0,1.0067223,8.098885,10.748396,6.56115,7.226998704235726
Voice-2,us,US,579.0,1.1586508,8.361531,13.4376135,5.8286805,7.523606464923944
Void ratio-2,cn,CN,224.0,1.0355184,7.7351646,9.845403,5.0587425,6.388917861513306
Void ratio-2,us,US,101.0,1.0023106,8.461037,10.819365,6.358729,7.687662170390894
Volatile organic compound-2,cn,CN,474.0,1.0160779,7.468087,9.932099,5.1924944,5.820831586749492
Volatile organic compound-2,us,US,815.0,0.7754544,8.106325,11.198817,5.737026,6.797744454896701
Volatilisation-2,cn,CN,536.0,1.1137956,8.491835,12.316468,5.973478,7.692805868051593
Volatilisation-2,us,US,713.0,0.9473683,9.2618265,12.495605,7.00687,9.06763412758491
Volcano-2,cn,CN,1330.0,1.2029555,8.621449,12.609403,6.045904,7.830272885040628
Volcano-2,us,US,5944.0,0.82399553,9.469606,13.311429,5.9610705,9.418334676415228
Voltage-2,cn,,,,,,,
Volume expansion-2,cn,CN,87.0,1.2132378,9.067189,12.156882,6.794955,8.856197383557387
Volume expansion-2,us,US,120.0,1.1767137,9.489408,11.952055,6.504488,9.643314500137578
Volume fraction-2,cn,CN,3052.0,1.0086969,9.009309,12.903758,6.5948467,8.605548448360295
Volume fraction-2,us,US,2703.0,0.79361945,9.5588045,12.702064,6.869948,9.64698956139172
Volumetric efficiency-2,cn,CN,104.0,1.3017488,6.9610696,11.002677,5.168583,5.325825882030628
Volumetric efficiency-2,us,US,43.0,1.0370247,7.796196,10.023434,6.005212,6.620930496640384
Volumetric flow rate-2,cn,CN,4578.0,1.1280706,8.617861,12.37024,5.8755326,7.942074683409942
Volumetric flow rate-2,us,US,5379.0,0.8905919,9.422112,12.287141,6.4743915,9.408834694819816
Voluntariness-2,cn,CN,2.0,0.0,5.2913127,5.2913127,5.2913127,6.003308296203613
Voluntariness-2,us,US,81.0,0.9536834,8.009617,10.960728,5.905795,7.003954372132071
Voluntary association-2,cn,CN,2.0,0.0,5.4242187,5.4242187,5.4242187,6.334376335144043
Voluntary association-2,us,US,113.0,1.0998828,7.6622224,10.966765,5.7481937,6.38404315019072
Voluntary disclosure-2,cn,CN,57.0,1.0393928,6.555267,9.24934,4.882635,4.72059936101914
Voluntary disclosure-2,us,US,232.0,0.987016,7.091073,10.553411,4.947122,5.398215303820322
Volunteer work-2,cn,CN,5.0,1.3314016,5.844093,8.405767,4.8214254,4.741382300853729
Volunteer work-2,us,US,49.0,1.2269064,6.7202244,10.015075,4.604328,5.020216715579124
Volunteer-2,us,US,1143.0,1.0060567,9.529719,13.014771,6.28019,9.670824326380083
Volunteered geographic information-2,cn,CN,45.0,1.5958331,7.0137935,14.091333,4.6108522,5.556602487058342
Volunteered geographic information-2,us,US,93.0,1.112362,7.575621,12.257528,5.8536963,6.193781195210761
Volvulus-2,cn,CN,50.0,1.030527,7.125683,10.0146885,5.1920104,5.553401555536567
Volvulus-2,us,US,402.0,1.1550118,7.6902456,12.471981,5.155704,6.379877263486975
Vomer-2,cn,CN,6.0,0.8085074,6.39263,7.90093,5.4885163,5.226601759592683
Vomer-2,us,US,47.0,1.0859551,7.946238,10.209565,5.9134936,6.960198029803763
Vomiting-2,cn,CN,2169.0,0.7966917,8.307303,11.781761,5.8277,7.230045173306252
Vomiting-2,us,US,6703.0,0.9570046,8.781508,12.567928,5.4241657,8.082078985341852
Von Neumann architecture-2,cn,CN,307.0,0.8649464,8.8198,11.440047,6.4713664,8.246025541432417
Von Neumann architecture-2,us,US,484.0,0.9124354,8.9597,11.785077,5.983783,8.551807747113443
Voronoi diagram-2,cn,CN,640.0,1.2094394,7.9194703,11.189559,5.2639933,6.786857692406215
Voronoi diagram-2,us,US,833.0,0.96721274,8.3906145,11.666568,5.711948,7.550166726269808
Vortex-2,cn,CN,6864.0,1.0415027,8.704055,12.746363,5.78268,8.013141664774764
Vortex-2,us,US,12374.0,0.8567971,9.461702,13.031938,6.1913905,9.377740999503589
Voter model-2,cn,CN,14.0,1.133039,6.1717825,8.1566305,4.860798,4.536645572919113
Voter model-2,us,US,72.0,0.82665837,7.7427588,10.647551,5.932281,6.535493089792396
Voucher-2,cn,CN,48.0,1.6898466,7.9795933,11.100555,5.3384876,7.215939502160268
Voucher-2,us,US,513.0,1.1405945,8.187755,13.01229,5.516145,7.242599049211023
Vowel-2,cn,CN,414.0,1.0420139,7.383542,12.24424,5.0488462,5.902848873580112
Vowel-2,us,US,3206.0,0.96464473,8.2748,12.183061,5.572343,7.319537843949902
Voxel-2,cn,CN,1350.0,1.033775,8.701925,11.9227295,6.1635103,8.073903490940936
Voxel-2,us,US,5020.0,1.0075294,8.671337,12.385253,5.892525,8.04282977717277
Vulnerable plaque-2,cn,CN,221.0,0.9107244,6.7035856,9.656595,4.3631587,4.846569012437627
Vulnerable plaque-2,us,US,291.0,0.93498445,6.899484,9.306659,4.7908206,5.139332301900367
Vulture-2,cn,,,,,,,
Vulva-2,cn,CN,152.0,1.3103033,7.201252,11.125269,5.0821934,5.701874898580314
Vulva-2,us,US,1115.0,1.2353274,7.86691,11.793936,4.2428374,6.679872117249943
W band-2,cn,CN,117.0,0.8513295,8.130886,11.769561,6.5168824,6.923395267479407
W band-2,us,US,187.0,0.897395,8.276951,11.004179,6.5935717,7.121505650521982
WKB approximation-2,cn,CN,123.0,1.097376,8.685197,11.942011,6.624536,8.068669674284791
WKB approximation-2,us,US,304.0,0.9221896,9.25479,12.586827,6.84967,9.077156276009164
Wafer-2,cn,CN,4573.0,0.81366086,8.940039,12.816798,6.3932557,8.367506292744764
Wafer-2,us,US,10716.0,0.80496454,9.146528,12.704279,5.9518414,8.766981451537205
Wage-2,cn,CN,322.0,1.2451876,7.7404594,11.387169,4.91665,6.505893270789585
Wage-2,us,US,2956.0,0.9835659,8.344205,12.255158,5.6914663,7.46537677798193
Wages and salaries-2,us,,,,,,,
Waistline-2,cn,CN,45.0,0.9833564,7.526863,9.160293,5.337088,6.2363684297812085
Waistline-2,us,US,14.0,0.9851659,8.455767,10.026834,6.8284335,8.259992252339373
Waiting period-2,cn,CN,4.0,0.73154104,8.272626,9.455372,7.4779058,9.857171277205154
Waiting period-2,us,US,23.0,1.2285918,8.878587,11.990719,7.0402036,8.91238807925123
Waiver-2,cn,CN,4.0,0.6640314,7.674436,8.404211,6.7070637,8.424244324366256
Waiver-2,us,US,465.0,1.1923941,8.182366,12.195448,5.789782,7.286119109049125
Wake-2,cn,CN,1476.0,0.96854436,7.8651934,13.3900585,5.9059854,6.352572038633511
Wake-2,us,US,4115.0,1.1307659,8.480546,13.698199,6.116284,7.443395572135756
Walden inversion-2,cn,CN,18.0,1.542656,8.487237,12.328195,6.2879877,8.231600047716128
Walden inversion-2,us,US,154.0,1.0315711,8.611525,11.3232355,6.228836,7.961366267693506
